Date,Item Code,Wholesale Price (EUR/kg)
2020-12-10,106956146480203,0.45
2020-12-11,102900005115779,0.73
2020-12-11,102900005115793,1.56
2020-12-11,102900005115823,0.56
2020-12-11,102900005115861,0.26
2020-12-11,102900005115878,0.51
2020-12-11,102900005115908,0.99
2020-12-11,102900005115960,0.1
2020-12-11,102900005115984,0.51
2020-12-11,102900005116226,1.65
2020-12-11,102900005116233,1.63
2020-12-11,102900005116257,1.0
2020-12-11,102900005116509,1.42
2020-12-11,102900005116530,2.16
2020-12-11,102900005116547,1.11
2020-12-11,102900005116714,1.02
2020-12-11,102900005116790,0.38
2020-12-11,102900005116837,1.11
2020-12-11,102900005116899,1.12
2020-12-11,102900005116912,1.62
2020-12-11,102900005116943,5.8
2020-12-11,102900005117056,1.41
2020-12-11,102900005117209,1.32
2020-12-11,102900005118817,0.73
2020-12-11,102900005118831,0.54
2020-12-11,102900005119098,1.93
2020-12-11,102900005119944,1.58
2020-12-11,102900005122654,1.26
2020-12-11,102900005123880,1.09
2020-12-11,102900005125808,6.07
2020-12-11,102900005125815,1.28
2020-12-11,102900011000328,1.91
2020-12-11,102900011000571,0.62
2020-12-11,102900011001219,1.45
2020-12-11,102900011001806,0.69
2020-12-11,102900011001813,0.39
2020-12-11,102900011006689,0.42
2020-12-11,102900011007044,0.58
2020-12-11,102900011008164,0.32
2020-12-11,102900011008522,0.55
2020-12-11,102900011009246,1.11
2020-12-11,102900011009277,0.77
2020-12-11,102900011009970,0.8
2020-12-11,102900011011546,0.45
2020-12-11,102900011012994,0.63
2020-12-11,102900011013274,0.73
2020-12-11,102900011016909,0.85
2020-12-11,102900011018095,0.67
2020-12-11,102900011018132,1.73
2020-12-11,102900051000463,0.97
2020-12-11,102900051004294,1.74
2020-12-11,102900051009336,2.98
2020-12-11,102900051010455,0.34
2020-12-11,106930274220092,0.38
2020-12-11,106949711300068,0.44
2020-12-12,102900005115779,0.69
2020-12-12,102900005115793,1.56
2020-12-12,102900005115823,0.56
2020-12-12,102900005115861,0.29
2020-12-12,102900005115878,0.56
2020-12-12,102900005115885,2.95
2020-12-12,102900005115908,0.99
2020-12-12,102900005115960,0.1
2020-12-12,102900005115984,0.51
2020-12-12,102900005116226,1.67
2020-12-12,102900005116233,1.62
2020-12-12,102900005116257,0.99
2020-12-12,102900005116509,1.41
2020-12-12,102900005116530,2.16
2020-12-12,102900005116547,1.26
2020-12-12,102900005116714,0.99
2020-12-12,102900005116790,0.37
2020-12-12,102900005116837,1.02
2020-12-12,102900005116899,1.12
2020-12-12,102900005116912,1.64
2020-12-12,102900005116943,6.21
2020-12-12,102900005117056,1.43
2020-12-12,102900005117209,1.36
2020-12-12,102900005118817,0.74
2020-12-12,102900005118831,0.47
2020-12-12,102900005119098,2.03
2020-12-12,102900005119944,1.58
2020-12-12,102900005122654,1.29
2020-12-12,102900005123880,1.09
2020-12-12,102900005125808,6.54
2020-12-12,102900005125815,1.27
2020-12-12,102900011000328,1.93
2020-12-12,102900011000571,0.62
2020-12-12,102900011001806,0.72
2020-12-12,102900011001813,0.4
2020-12-12,102900011006689,0.42
2020-12-12,102900011007044,0.58
2020-12-12,102900011008164,0.32
2020-12-12,102900011008522,0.55
2020-12-12,102900011009246,1.11
2020-12-12,102900011009277,0.77
2020-12-12,102900011009970,0.8
2020-12-12,102900011011546,0.45
2020-12-12,102900011011669,1.89
2020-12-12,102900011012871,11.13
2020-12-12,102900011012994,0.63
2020-12-12,102900011013274,0.73
2020-12-12,102900011016909,0.85
2020-12-12,102900011018095,0.67
2020-12-12,102900011018132,1.69
2020-12-12,102900011021699,2.93
2020-12-12,102900051000463,0.96
2020-12-12,102900051004294,1.87
2020-12-12,102900051009336,2.97
2020-12-12,102900051010455,0.51
2020-12-12,106949711300068,0.44
2020-12-12,106956146480203,0.45
2020-12-13,102900005115779,0.81
2020-12-13,102900005115793,1.77
2020-12-13,102900005115823,0.56
2020-12-13,102900005115861,0.29
2020-12-13,102900005115878,0.62
2020-12-13,102900005115885,2.95
2020-12-13,102900005115908,0.97
2020-12-13,102900005115960,0.09
2020-12-13,102900005115984,0.51
2020-12-13,102900005116226,1.61
2020-12-13,102900005116233,1.75
2020-12-13,102900005116257,0.96
2020-12-13,102900005116509,1.51
2020-12-13,102900005116530,2.51
2020-12-13,102900005116547,1.26
2020-12-13,102900005116714,0.99
2020-12-13,102900005116790,0.36
2020-12-13,102900005116837,0.84
2020-12-13,102900005116899,1.15
2020-12-13,102900005116912,1.64
2020-12-13,102900005116943,6.63
2020-12-13,102900005117056,1.38
2020-12-13,102900005117209,1.34
2020-12-13,102900005118817,0.77
2020-12-13,102900005118831,0.47
2020-12-13,102900005119098,1.91
2020-12-13,102900005119944,1.58
2020-12-13,102900005122654,1.28
2020-12-13,102900005123880,1.2
2020-12-13,102900005125808,6.8
2020-12-13,102900005125815,1.29
2020-12-13,102900011000328,1.96
2020-12-13,102900011000571,0.64
2020-12-13,102900011001219,1.53
2020-12-13,102900011001806,0.72
2020-12-13,102900011001813,0.32
2020-12-13,102900011006689,0.42
2020-12-13,102900011007044,0.58
2020-12-13,102900011008164,0.32
2020-12-13,102900011008522,0.6
2020-12-13,102900011009246,1.36
2020-12-13,102900011009277,0.69
2020-12-13,102900011009970,0.71
2020-12-13,102900011011546,0.45
2020-12-13,102900011011669,1.45
2020-12-13,102900011012871,11.03
2020-12-13,102900011012994,0.64
2020-12-13,102900011013274,0.76
2020-12-13,102900011016909,0.85
2020-12-13,102900011018095,0.66
2020-12-13,102900011018132,1.74
2020-12-13,102900011021699,2.92
2020-12-13,102900051000463,0.86
2020-12-13,102900051004294,1.94
2020-12-13,102900051010455,0.51
2020-12-13,106949711300068,0.45
2020-12-13,106956146480203,0.49
2020-12-14,102900005115779,0.83
2020-12-14,102900005115793,1.76
2020-12-14,102900005115823,0.56
2020-12-14,102900005115861,0.24
2020-12-14,102900005115878,0.65
2020-12-14,102900005115885,2.94
2020-12-14,102900005115908,0.96
2020-12-14,102900005115960,0.1
2020-12-14,102900005115984,0.51
2020-12-14,102900005116226,1.61
2020-12-14,102900005116233,1.86
2020-12-14,102900005116257,0.96
2020-12-14,102900005116530,2.52
2020-12-14,102900005116547,1.26
2020-12-14,102900005116714,0.97
2020-12-14,102900005116790,0.36
2020-12-14,102900005116837,1.02
2020-12-14,102900005116899,1.15
2020-12-14,102900005116912,1.75
2020-12-14,102900005116943,6.43
2020-12-14,102900005117056,1.36
2020-12-14,102900005118817,0.75
2020-12-14,102900005118831,0.47
2020-12-14,102900005119098,1.91
2020-12-14,102900005119944,1.58
2020-12-14,102900005122654,1.37
2020-12-14,102900005125808,6.85
2020-12-14,102900005125815,1.27
2020-12-14,102900011000328,1.96
2020-12-14,102900011001806,0.72
2020-12-14,102900011008164,0.32
2020-12-14,102900011008522,0.6
2020-12-14,102900011009246,1.34
2020-12-14,102900011009277,0.69
2020-12-14,102900011009970,0.72
2020-12-14,102900011011546,0.45
2020-12-14,102900011012994,0.67
2020-12-14,102900011013274,0.76
2020-12-14,102900011016909,0.85
2020-12-14,102900011018095,0.66
2020-12-14,102900051000463,0.86
2020-12-14,102900051004294,1.97
2020-12-14,102900051010455,0.51
2020-12-14,106949711300068,0.44
2020-12-14,106956146480203,0.49
2020-12-15,102900005115779,0.83
2020-12-15,102900005115823,0.56
2020-12-15,102900005115861,0.32
2020-12-15,102900005115878,0.63
2020-12-15,102900005115885,2.95
2020-12-15,102900005115908,0.96
2020-12-15,102900005115960,0.1
2020-12-15,102900005115984,0.56
2020-12-15,102900005116226,1.62
2020-12-15,102900005116233,2.05
2020-12-15,102900005116257,0.96
2020-12-15,102900005116509,1.34
2020-12-15,102900005116530,2.52
2020-12-15,102900005116547,1.26
2020-12-15,102900005116714,0.92
2020-12-15,102900005116790,0.36
2020-12-15,102900005116837,1.11
2020-12-15,102900005116899,1.15
2020-12-15,102900005116912,1.74
2020-12-15,102900005116943,6.27
2020-12-15,102900005117056,1.38
2020-12-15,102900005117209,1.34
2020-12-15,102900005118817,0.79
2020-12-15,102900005118824,1.11
2020-12-15,102900005118831,0.47
2020-12-15,102900005119098,1.91
2020-12-15,102900005119944,1.58
2020-12-15,102900005122654,1.44
2020-12-15,102900005123880,1.2
2020-12-15,102900005125808,6.83
2020-12-15,102900005125815,1.26
2020-12-15,102900011000328,1.95
2020-12-15,102900011001219,1.51
2020-12-15,102900011001806,0.72
2020-12-15,102900011001813,0.31
2020-12-15,102900011006689,0.42
2020-12-15,102900011008522,0.6
2020-12-15,102900011009246,1.35
2020-12-15,102900011009277,0.71
2020-12-15,102900011009444,1.38
2020-12-15,102900011009970,0.74
2020-12-15,102900011011546,0.45
2020-12-15,102900011012871,11.03
2020-12-15,102900011012994,0.67
2020-12-15,102900011013274,0.78
2020-12-15,102900011016909,0.85
2020-12-15,102900011018095,0.67
2020-12-15,102900011018132,1.77
2020-12-15,102900051000463,0.86
2020-12-15,102900051004294,1.97
2020-12-15,102900051010455,0.7
2020-12-15,106949711300068,0.45
2020-12-15,106956146480203,0.49
2020-12-16,102900005115779,0.83
2020-12-16,102900005115793,1.76
2020-12-16,102900005115823,0.56
2020-12-16,102900005115861,0.29
2020-12-16,102900005115878,0.64
2020-12-16,102900005115885,2.94
2020-12-16,102900005115908,0.96
2020-12-16,102900005115960,0.1
2020-12-16,102900005115984,0.57
2020-12-16,102900005116226,1.75
2020-12-16,102900005116233,2.3
2020-12-16,102900005116257,0.97
2020-12-16,102900005116509,1.01
2020-12-16,102900005116530,2.52
2020-12-16,102900005116547,1.26
2020-12-16,102900005116714,0.93
2020-12-16,102900005116790,0.36
2020-12-16,102900005116837,0.98
2020-12-16,102900005116899,1.15
2020-12-16,102900005116912,1.73
2020-12-16,102900005116943,6.27
2020-12-16,102900005117056,1.38
2020-12-16,102900005117209,1.39
2020-12-16,102900005118817,0.8
2020-12-16,102900005118831,0.47
2020-12-16,102900005119944,1.7
2020-12-16,102900005122654,1.32
2020-12-16,102900005123880,1.18
2020-12-16,102900005125808,7.49
2020-12-16,102900005125815,1.26
2020-12-16,102900011000328,1.97
2020-12-16,102900011001219,1.54
2020-12-16,102900011001806,0.72
2020-12-16,102900011001813,0.31
2020-12-16,102900011006689,0.42
2020-12-16,102900011007044,0.56
2020-12-16,102900011008164,0.32
2020-12-16,102900011008522,0.6
2020-12-16,102900011009246,1.36
2020-12-16,102900011009277,0.71
2020-12-16,102900011009970,0.7
2020-12-16,102900011011546,0.44
2020-12-16,102900011011669,1.64
2020-12-16,102900011012994,0.66
2020-12-16,102900011013274,0.78
2020-12-16,102900011016909,0.86
2020-12-16,102900011018095,0.67
2020-12-16,102900011018132,1.77
2020-12-16,102900051004294,1.97
2020-12-16,102900051010455,0.51
2020-12-16,106949711300068,0.46
2020-12-16,106956146480203,0.5
2020-12-17,102900005115779,0.83
2020-12-17,102900005115823,0.56
2020-12-17,102900005115861,0.29
2020-12-17,102900005115878,0.66
2020-12-17,102900005115885,2.95
2020-12-17,102900005115908,0.97
2020-12-17,102900005115960,0.1
2020-12-17,102900005115984,0.57
2020-12-17,102900005116226,1.75
2020-12-17,102900005116233,2.3
2020-12-17,102900005116257,0.98
2020-12-17,102900005116509,1.01
2020-12-17,102900005116530,2.52
2020-12-17,102900005116547,1.26
2020-12-17,102900005116714,0.95
2020-12-17,102900005116790,0.36
2020-12-17,102900005116837,1.05
2020-12-17,102900005116899,1.15
2020-12-17,102900005116912,1.74
2020-12-17,102900005116943,6.27
2020-12-17,102900005117056,1.42
2020-12-17,102900005117209,1.44
2020-12-17,102900005118817,0.8
2020-12-17,102900005118831,0.47
2020-12-17,102900005119944,1.71
2020-12-17,102900005122654,1.34
2020-12-17,102900005123880,1.18
2020-12-17,102900005125808,7.63
2020-12-17,102900005125815,1.27
2020-12-17,102900011000328,2.02
2020-12-17,102900011001219,1.54
2020-12-17,102900011001806,0.74
2020-12-17,102900011001813,0.31
2020-12-17,102900011006689,0.42
2020-12-17,102900011007044,0.56
2020-12-17,102900011008164,0.32
2020-12-17,102900011008522,0.6
2020-12-17,102900011009246,1.35
2020-12-17,102900011009277,0.7
2020-12-17,102900011009444,1.38
2020-12-17,102900011009970,0.7
2020-12-17,102900011011546,0.44
2020-12-17,102900011011669,1.63
2020-12-17,102900011012994,0.66
2020-12-17,102900011013274,0.78
2020-12-17,102900011016909,0.89
2020-12-17,102900011018095,0.67
2020-12-17,102900011021699,2.92
2020-12-17,102900051000463,0.84
2020-12-17,102900051004294,2.07
2020-12-17,102900051010455,0.51
2020-12-17,106949711300068,0.46
2020-12-17,106956146480203,0.49
2020-12-18,102900005115779,0.83
2020-12-18,102900005115793,1.76
2020-12-18,102900005115823,0.56
2020-12-18,102900005115861,0.29
2020-12-18,102900005115878,0.68
2020-12-18,102900005115885,2.95
2020-12-18,102900005115908,0.99
2020-12-18,102900005115960,0.1
2020-12-18,102900005115984,0.56
2020-12-18,102900005116226,1.68
2020-12-18,102900005116233,2.2
2020-12-18,102900005116257,0.98
2020-12-18,102900005116509,1.04
2020-12-18,102900005116530,2.52
2020-12-18,102900005116547,1.26
2020-12-18,102900005116714,0.96
2020-12-18,102900005116790,0.36
2020-12-18,102900005116837,0.91
2020-12-18,102900005116899,1.17
2020-12-18,102900005116912,1.77
2020-12-18,102900005116943,6.27
2020-12-18,102900005117056,1.57
2020-12-18,102900005117209,1.54
2020-12-18,102900005118817,0.8
2020-12-18,102900005118831,0.46
2020-12-18,102900005119098,1.91
2020-12-18,102900005119104,0.45
2020-12-18,102900005119944,1.72
2020-12-18,102900005122654,1.33
2020-12-18,102900005123880,1.18
2020-12-18,102900005125808,7.79
2020-12-18,102900005125815,1.26
2020-12-18,102900011000328,2.15
2020-12-18,102900011001219,1.54
2020-12-18,102900011001806,0.75
2020-12-18,102900011006689,0.42
2020-12-18,102900011007044,0.57
2020-12-18,102900011008164,0.32
2020-12-18,102900011008522,0.65
2020-12-18,102900011009246,1.33
2020-12-18,102900011009277,0.7
2020-12-18,102900011009970,0.75
2020-12-18,102900011011546,0.44
2020-12-18,102900011012871,11.04
2020-12-18,102900011012994,0.66
2020-12-18,102900011013274,0.84
2020-12-18,102900011016909,1.32
2020-12-18,102900011018095,0.67
2020-12-18,102900011018132,1.76
2020-12-18,102900011021699,2.93
2020-12-18,102900011021842,1.35
2020-12-18,102900051000463,0.84
2020-12-18,102900051004294,2.07
2020-12-18,102900051010455,0.51
2020-12-18,106949711300068,0.46
2020-12-19,102900005115779,0.83
2020-12-19,102900005115823,0.56
2020-12-19,102900005115861,0.3
2020-12-19,102900005115878,0.67
2020-12-19,102900005115885,2.94
2020-12-19,102900005115908,0.99
2020-12-19,102900005115960,0.1
2020-12-19,102900005115984,0.56
2020-12-19,102900005116226,1.66
2020-12-19,102900005116233,2.11
2020-12-19,102900005116257,0.99
2020-12-19,102900005116509,1.07
2020-12-19,102900005116530,2.25
2020-12-19,102900005116547,1.26
2020-12-19,102900005116714,0.96
2020-12-19,102900005116790,0.36
2020-12-19,102900005116837,0.89
2020-12-19,102900005116899,1.2
2020-12-19,102900005116912,1.86
2020-12-19,102900005116943,6.27
2020-12-19,102900005117056,1.62
2020-12-19,102900005117209,1.52
2020-12-19,102900005118817,0.81
2020-12-19,102900005118831,0.41
2020-12-19,102900005119098,2.04
2020-12-19,102900005119944,1.71
2020-12-19,102900005122654,1.34
2020-12-19,102900005123880,1.22
2020-12-19,102900005125808,8.15
2020-12-19,102900005125815,1.27
2020-12-19,102900011000328,2.18
2020-12-19,102900011000571,0.83
2020-12-19,102900011001219,1.54
2020-12-19,102900011006689,0.42
2020-12-19,102900011008164,0.32
2020-12-19,102900011008522,0.65
2020-12-19,102900011008676,0.71
2020-12-19,102900011009246,1.34
2020-12-19,102900011009277,0.7
2020-12-19,102900011009970,0.74
2020-12-19,102900011011546,0.46
2020-12-19,102900011012994,0.66
2020-12-19,102900011013274,0.84
2020-12-19,102900011018095,0.67
2020-12-19,102900011021699,2.92
2020-12-19,102900011021842,1.35
2020-12-19,102900051000463,0.84
2020-12-19,102900051004294,2.2
2020-12-19,102900051010455,0.51
2020-12-19,106930274220092,0.38
2020-12-19,106949711300068,0.47
2020-12-19,106956146480203,0.49
2020-12-20,102900005115779,0.86
2020-12-20,102900005115793,1.76
2020-12-20,102900005115823,0.56
2020-12-20,102900005115861,0.31
2020-12-20,102900005115878,0.67
2020-12-20,102900005115885,2.94
2020-12-20,102900005115908,0.97
2020-12-20,102900005115960,0.1
2020-12-20,102900005115984,0.56
2020-12-20,102900005116226,1.78
2020-12-20,102900005116233,2.27
2020-12-20,102900005116257,1.03
2020-12-20,102900005116509,1.04
2020-12-20,102900005116530,2.24
2020-12-20,102900005116547,1.26
2020-12-20,102900005116714,0.94
2020-12-20,102900005116790,0.36
2020-12-20,102900005116837,0.86
2020-12-20,102900005116899,1.22
2020-12-20,102900005116912,1.85
2020-12-20,102900005116943,6.17
2020-12-20,102900005117056,1.69
2020-12-20,102900005117209,1.49
2020-12-20,102900005118817,0.8
2020-12-20,102900005118831,0.41
2020-12-20,102900005119098,2.23
2020-12-20,102900005119944,1.71
2020-12-20,102900005122654,1.23
2020-12-20,102900005123880,1.25
2020-12-20,102900005125808,8.17
2020-12-20,102900005125815,1.28
2020-12-20,102900011000328,2.18
2020-12-20,102900011000571,0.83
2020-12-20,102900011001219,1.54
2020-12-20,102900011001806,0.75
2020-12-20,102900011006689,0.42
2020-12-20,102900011008164,0.32
2020-12-20,102900011008522,0.65
2020-12-20,102900011009246,1.34
2020-12-20,102900011009277,0.73
2020-12-20,102900011009970,0.7
2020-12-20,102900011011546,0.46
2020-12-20,102900011012871,11.03
2020-12-20,102900011012994,0.66
2020-12-20,102900011013274,0.84
2020-12-20,102900011018095,0.66
2020-12-20,102900011021699,2.93
2020-12-20,102900011021842,1.35
2020-12-20,102900051000463,0.84
2020-12-20,102900051004294,2.27
2020-12-20,102900051010455,0.53
2020-12-20,106930274220092,0.38
2020-12-20,106949711300068,0.47
2020-12-21,102900005115779,0.86
2020-12-21,102900005115823,0.56
2020-12-21,102900005115861,0.31
2020-12-21,102900005115878,0.66
2020-12-21,102900005115885,2.94
2020-12-21,102900005115908,0.98
2020-12-21,102900005115960,0.1
2020-12-21,102900005115984,0.56
2020-12-21,102900005116226,1.79
2020-12-21,102900005116233,2.28
2020-12-21,102900005116257,1.02
2020-12-21,102900005116509,1.0
2020-12-21,102900005116530,2.27
2020-12-21,102900005116714,1.0
2020-12-21,102900005116790,0.36
2020-12-21,102900005116837,0.86
2020-12-21,102900005116899,1.2
2020-12-21,102900005116912,1.86
2020-12-21,102900005116943,6.13
2020-12-21,102900005117056,1.69
2020-12-21,102900005117209,1.48
2020-12-21,102900005118817,0.82
2020-12-21,102900005118831,0.36
2020-12-21,102900005119098,2.23
2020-12-21,102900005119944,1.72
2020-12-21,102900005122654,1.23
2020-12-21,102900005123880,1.25
2020-12-21,102900005125808,7.82
2020-12-21,102900005125815,1.27
2020-12-21,102900011000328,2.18
2020-12-21,102900011001219,1.52
2020-12-21,102900011001806,0.75
2020-12-21,102900011006689,0.42
2020-12-21,102900011007044,0.57
2020-12-21,102900011008522,0.65
2020-12-21,102900011008676,0.81
2020-12-21,102900011009277,0.74
2020-12-21,102900011009970,0.7
2020-12-21,102900011011546,0.46
2020-12-21,102900011012871,11.04
2020-12-21,102900011013274,0.84
2020-12-21,102900011016909,1.33
2020-12-21,102900011018095,0.67
2020-12-21,102900011021842,1.35
2020-12-21,102900051004294,2.24
2020-12-21,102900051010455,0.54
2020-12-21,106949711300068,0.46
2020-12-22,102900005115779,0.86
2020-12-22,102900005115823,0.56
2020-12-22,102900005115861,0.36
2020-12-22,102900005115878,0.7
2020-12-22,102900005115885,2.94
2020-12-22,102900005115908,1.05
2020-12-22,102900005115960,0.1
2020-12-22,102900005115984,0.56
2020-12-22,102900005116226,1.93
2020-12-22,102900005116233,2.3
2020-12-22,102900005116257,1.01
2020-12-22,102900005116509,1.0
2020-12-22,102900005116530,2.28
2020-12-22,102900005116547,1.26
2020-12-22,102900005116714,1.05
2020-12-22,102900005116790,0.36
2020-12-22,102900005116837,0.86
2020-12-22,102900005116899,1.15
2020-12-22,102900005116912,1.86
2020-12-22,102900005116943,6.13
2020-12-22,102900005117056,1.71
2020-12-22,102900005117209,1.48
2020-12-22,102900005118817,0.82
2020-12-22,102900005118831,0.48
2020-12-22,102900005119098,2.38
2020-12-22,102900005119944,1.71
2020-12-22,102900005122654,1.6
2020-12-22,102900005123880,1.3
2020-12-22,102900005125808,7.75
2020-12-22,102900005125815,1.27
2020-12-22,102900011000328,2.2
2020-12-22,102900011001219,1.48
2020-12-22,102900011001806,0.76
2020-12-22,102900011006689,0.42
2020-12-22,102900011007044,0.57
2020-12-22,102900011008522,0.65
2020-12-22,102900011009246,1.36
2020-12-22,102900011009277,0.75
2020-12-22,102900011009970,0.73
2020-12-22,102900011011546,0.46
2020-12-22,102900011012994,0.66
2020-12-22,102900011013274,0.84
2020-12-22,102900011016909,1.33
2020-12-22,102900011018095,0.67
2020-12-22,102900051000463,0.84
2020-12-22,102900051004294,2.24
2020-12-22,102900051010455,0.54
2020-12-22,106949711300068,0.47
2020-12-23,102900005115779,0.91
2020-12-23,102900005115793,1.76
2020-12-23,102900005115823,0.56
2020-12-23,102900005115861,0.34
2020-12-23,102900005115878,0.68
2020-12-23,102900005115885,2.95
2020-12-23,102900005115908,1.05
2020-12-23,102900005115960,0.1
2020-12-23,102900005115984,0.56
2020-12-23,102900005116226,1.93
2020-12-23,102900005116233,2.12
2020-12-23,102900005116257,1.04
2020-12-23,102900005116509,1.01
2020-12-23,102900005116530,2.25
2020-12-23,102900005116547,1.29
2020-12-23,102900005116714,1.04
2020-12-23,102900005116790,0.36
2020-12-23,102900005116837,0.87
2020-12-23,102900005116899,1.15
2020-12-23,102900005116912,1.86
2020-12-23,102900005116943,6.13
2020-12-23,102900005117056,1.7
2020-12-23,102900005117209,1.51
2020-12-23,102900005118817,0.85
2020-12-23,102900005118831,0.53
2020-12-23,102900005119098,2.38
2020-12-23,102900005119944,1.71
2020-12-23,102900005122654,1.89
2020-12-23,102900005123880,1.3
2020-12-23,102900005125808,7.7
2020-12-23,102900005125815,1.29
2020-12-23,102900011000328,2.2
2020-12-23,102900011000571,0.94
2020-12-23,102900011001219,1.48
2020-12-23,102900011001806,0.76
2020-12-23,102900011006689,0.42
2020-12-23,102900011007044,0.58
2020-12-23,102900011008522,0.65
2020-12-23,102900011009246,1.36
2020-12-23,102900011009277,0.72
2020-12-23,102900011009970,0.73
2020-12-23,102900011011546,0.46
2020-12-23,102900011012994,0.68
2020-12-23,102900011013274,0.85
2020-12-23,102900011016909,1.33
2020-12-23,102900011018095,0.67
2020-12-23,102900051000463,0.84
2020-12-23,102900051004294,2.3
2020-12-23,102900051010455,0.56
2020-12-23,106949711300068,0.47
2020-12-23,106956146480203,0.48
2020-12-24,102900005115779,0.96
2020-12-24,102900005115823,0.59
2020-12-24,102900005115861,0.31
2020-12-24,102900005115878,0.77
2020-12-24,102900005115885,2.93
2020-12-24,102900005115908,1.11
2020-12-24,102900005115960,0.1
2020-12-24,102900005115984,0.56
2020-12-24,102900005116226,1.98
2020-12-24,102900005116233,2.15
2020-12-24,102900005116257,1.04
2020-12-24,102900005116509,0.93
2020-12-24,102900005116530,1.84
2020-12-24,102900005116547,1.29
2020-12-24,102900005116714,1.07
2020-12-24,102900005116790,0.36
2020-12-24,102900005116837,0.76
2020-12-24,102900005116899,1.15
2020-12-24,102900005116912,1.85
2020-12-24,102900005116943,6.28
2020-12-24,102900005117056,1.7
2020-12-24,102900005117209,0.9
2020-12-24,102900005118817,0.85
2020-12-24,102900005118831,0.4
2020-12-24,102900005119098,2.37
2020-12-24,102900005119944,1.7
2020-12-24,102900005122654,1.81
2020-12-24,102900005123880,1.3
2020-12-24,102900005125808,7.42
2020-12-24,102900005125815,1.29
2020-12-24,102900011000328,2.3
2020-12-24,102900011000571,1.12
2020-12-24,102900011001219,1.64
2020-12-24,102900011001806,0.76
2020-12-24,102900011006689,0.5
2020-12-24,102900011007044,0.58
2020-12-24,102900011008522,0.83
2020-12-24,102900011009246,1.35
2020-12-24,102900011009277,0.71
2020-12-24,102900011009970,0.87
2020-12-24,102900011011546,0.44
2020-12-24,102900011012994,0.71
2020-12-24,102900011013274,0.85
2020-12-24,102900011016909,1.33
2020-12-24,102900011018095,0.66
2020-12-24,102900051004294,2.33
2020-12-24,102900051010455,0.56
2020-12-24,106949711300068,0.46
2020-12-25,102900005115779,0.96
2020-12-25,102900005115823,0.62
2020-12-25,102900005115861,0.31
2020-12-25,102900005115878,0.77
2020-12-25,102900005115885,2.93
2020-12-25,102900005115908,1.11
2020-12-25,102900005115960,0.1
2020-12-25,102900005115984,0.56
2020-12-25,102900005116226,2.06
2020-12-25,102900005116233,2.21
2020-12-25,102900005116257,1.04
2020-12-25,102900005116509,0.91
2020-12-25,102900005116530,2.37
2020-12-25,102900005116547,1.26
2020-12-25,102900005116714,1.16
2020-12-25,102900005116790,0.36
2020-12-25,102900005116837,0.68
2020-12-25,102900005116899,1.15
2020-12-25,102900005116912,1.84
2020-12-25,102900005116943,6.8
2020-12-25,102900005117056,1.71
2020-12-25,102900005117209,1.37
2020-12-25,102900005118817,0.85
2020-12-25,102900005118831,0.4
2020-12-25,102900005119098,2.37
2020-12-25,102900005119944,1.7
2020-12-25,102900005122654,1.86
2020-12-25,102900005123880,1.3
2020-12-25,102900005125808,7.5
2020-12-25,102900005125815,1.29
2020-12-25,102900011000328,2.52
2020-12-25,102900011000571,1.12
2020-12-25,102900011001219,1.58
2020-12-25,102900011001806,0.75
2020-12-25,102900011007044,0.57
2020-12-25,102900011008522,0.83
2020-12-25,102900011009246,1.35
2020-12-25,102900011009277,0.71
2020-12-25,102900011009970,0.88
2020-12-25,102900011011546,0.46
2020-12-25,102900011012871,11.03
2020-12-25,102900011012994,0.71
2020-12-25,102900011013274,0.82
2020-12-25,102900011018095,0.66
2020-12-25,102900011021842,1.35
2020-12-25,102900051004294,2.33
2020-12-25,102900051010455,0.56
2020-12-25,106949711300068,0.47
2020-12-26,102900005115779,1.0
2020-12-26,102900005115823,0.62
2020-12-26,102900005115861,0.31
2020-12-26,102900005115878,0.78
2020-12-26,102900005115885,2.93
2020-12-26,102900005115908,1.04
2020-12-26,102900005115960,0.11
2020-12-26,102900005115984,0.57
2020-12-26,102900005116226,2.01
2020-12-26,102900005116233,2.22
2020-12-26,102900005116257,1.05
2020-12-26,102900005116509,0.77
2020-12-26,102900005116530,2.36
2020-12-26,102900005116547,1.26
2020-12-26,102900005116714,1.2
2020-12-26,102900005116790,0.36
2020-12-26,102900005116837,0.67
2020-12-26,102900005116899,1.15
2020-12-26,102900005116912,1.84
2020-12-26,102900005116943,7.06
2020-12-26,102900005117056,1.84
2020-12-26,102900005117209,1.5
2020-12-26,102900005118817,0.85
2020-12-26,102900005118824,1.26
2020-12-26,102900005118831,0.4
2020-12-26,102900005119098,2.37
2020-12-26,102900005119944,1.7
2020-12-26,102900005122654,1.72
2020-12-26,102900005125808,7.58
2020-12-26,102900005125815,1.29
2020-12-26,102900011000328,2.63
2020-12-26,102900011001219,1.58
2020-12-26,102900011001806,0.75
2020-12-26,102900011006689,0.5
2020-12-26,102900011007044,0.57
2020-12-26,102900011008522,0.83
2020-12-26,102900011009246,1.33
2020-12-26,102900011009277,0.72
2020-12-26,102900011009970,0.88
2020-12-26,102900011011546,0.45
2020-12-26,102900011012994,0.7
2020-12-26,102900011013274,0.8
2020-12-26,102900011018095,0.66
2020-12-26,102900011021842,1.35
2020-12-26,102900051000463,0.85
2020-12-26,102900051004294,2.33
2020-12-26,102900051010455,0.56
2020-12-26,106949711300068,0.46
