Item Code,Item Name,Category Code,Category Name,Original Item Name,Original Category Code,Original Category Name
102900011032633,Class I Mixed Wild Mushrooms (Bag),EU02,Mushrooms,Fresh Sea (2),1011010801,Edible Mushroom
102900011032640,Class I Enoki Mushrooms (Loose),EU02,Mushrooms,Jigu (2),1011010801,Edible Mushroom
102900011033937,Class I Brown Cup Mushrooms (500g pack),EU02,Mushrooms,Needle Mushroom (2),1011010801,Edible Mushroom
102900011033944,Class I Flat Mushrooms (1kg pack),EU02,Mushrooms,Apricot Bao Mushroom (2),1011010801,Edible Mushroom
102900011033968,Class I Sliced Mushrooms (Bunch),EU02,Mushrooms,Xixia Black Mushroom (2),1011010801,Edible Mushroom
102900011034330,Class I Organic Mushrooms (Punnet),EU02,Mushrooms,Agaricus Bisporus (Box),1011010801,Edible Mushroom
102900011034538,Value Chestnut Mushrooms (Net),EU02,Mushrooms,Black Mushroom (Bag),1011010801,Edible Mushroom
102900011034705,Value Button Mushrooms (Tray),EU02,Mushrooms,The Fungus Mushroom Hot Pot Package (Bag),1011010801,Edible Mushroom
102900011035740,Value Portobello Mushrooms (Bag),EU02,Mushrooms,Crab Flavor Mushroom And White Mushroom Mix (Box),1011010801,Edible Mushroom
102900011035788,Value Oyster Mushrooms (Loose),EU02,Mushrooms,Xixia Xianggu Mushroom (Bag),1011010801,Edible Mushroom
102900011036068,Value Shiitake Mushrooms (500g pack),EU02,Mushrooms,Mushroom And Leaf Mix (Bag),1011010801,Edible Mushroom
102900011036266,Value King Oyster Mushrooms (1kg pack),EU02,Mushrooms,Velvet Antler Mushroom (Box),1011010801,Edible Mushroom
102900051009336,Value Mixed Wild Mushrooms (Bunch),EU02,Mushrooms,Chinese Caterpillar Fungus Flowers,1011010801,Edible Mushroom
106930274220092,Value Enoki Mushrooms (Punnet),EU02,Mushrooms,The Crab Flavor Mushroom (Bag),1011010801,Edible Mushroom
106930274620090,Value Brown Cup Mushrooms (Net),EU02,Mushrooms,Haixian Mushroom (Bag) (2),1011010801,Edible Mushroom
106931885000035,Value Flat Mushrooms (Tray),EU02,Mushrooms,Embroidered Aureus,1011010801,Edible Mushroom
106931885000356,Value Sliced Mushrooms (Bag),EU02,Mushrooms,Embroidered Aureus (Bag),1011010801,Edible Mushroom
106949711300068,Value Organic Mushrooms (Loose),EU02,Mushrooms,Needle Mushroom (Bag) (3),1011010801,Edible Mushroom
106949711300167,Standard Chestnut Mushrooms (1kg pack),EU02,Mushrooms,Needle Mushroom (Bag) (2),1011010801,Edible Mushroom
106949711300259,Standard Button Mushrooms (Bunch),EU02,Mushrooms,Needle Mushroom (Box),1011010801,Edible Mushroom
106956146480197,Standard Portobello Mushrooms (Punnet),EU02,Mushrooms,The White Mushroom (2),1011010801,Edible Mushroom
106956146480203,Standard Oyster Mushrooms (Net),EU02,Mushrooms,The Crab Flavor Mushroom (2),1011010801,Edible Mushroom
106957634300010,Standard Shiitake Mushrooms (Tray),EU02,Mushrooms,The White Mushroom (Box),1011010801,Edible Mushroom
106957634300058,Standard King Oyster Mushrooms (Bag),EU02,Mushrooms,The Crab Flavor Mushroom (Box),1011010801,Edible Mushroom
106958851400125,Standard Mixed Wild Mushrooms (Loose),EU02,Mushrooms,Haixian Mushroom (Bag) (4),1011010801,Edible Mushroom
106971533450003,Standard Enoki Mushrooms (500g pack),EU02,Mushrooms,Haixian Mushroom (Bunch),1011010801,Edible Mushroom
106971533455008,Standard Brown Cup Mushrooms (1kg pack),EU02,Mushrooms,Haixian Mushroom (Bag) (3),1011010801,Edible Mushroom
106973223300667,Standard Flat Mushrooms (Bunch),EU02,Mushrooms,Chinese Caterpillar Fungus Flowers (Box) (2),1011010801,Edible Mushroom
106973990980123,Standard Sliced Mushrooms (Punnet),EU02,Mushrooms,Hfyg Haixian Mushroom (Bunch),1011010801,Edible Mushroom
